timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue,Model,Sample
2026-01-08T19:06:45,codecarbon,d75f207b-26ff-44fd-b6d9-f5c4e83f4584,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3625.490421229042,0.0088176923772902,2.432137822143533e-06,91.95962646348256,0.0,70.0,0.0893698805605089,0.0,0.0679793294055905,0.1573492099660993,0.0,France,FRA,,,,Linux-5.14.0-570.52.1.el9_6.x86_64-x86_64-with-glibc2.35,3.11.13,3.2.0,32,AMD EPYC 7262 8-Core Processor,1,1 x NVIDIA A100-PCIE-40GB,,,250.86071395874023,machine,N,1.0,0.0,efficientnet_b0,train
2026-01-08T19:06:48,codecarbon,acdfca7a-c4f9-4a8f-8d67-9531cd04a041,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.2484334018081427,4.003793264856997e-06,1.7807035163404134e-06,77.54200661200001,0.0,70.0,3.755534532993016e-05,0.0,3.3891205551723643e-05,7.144655088165379e-05,0.0,France,FRA,,,,Linux-5.14.0-570.52.1.el9_6.x86_64-x86_64-with-glibc2.35,3.11.13,3.2.0,32,AMD EPYC 7262 8-Core Processor,1,1 x NVIDIA A100-PCIE-40GB,,,250.86071395874023,machine,N,1.0,0.0,efficientnet_b0,test
2026-01-09T01:13:13,codecarbon,01b3a0e2-bc90-4018-89e2-90110a3f65d4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2481.504709464498,0.00583305207589,2.350610923139759e-06,86.55997070860607,0.0,70.0,0.057555409960415,0.0,0.046533743591397,0.1040891535518121,0.0,France,FRA,,,,Linux-5.14.0-570.52.1.el9_6.x86_64-x86_64-with-glibc2.35,3.11.13,3.2.0,32,AMD EPYC 7262 8-Core Processor,1,1 x NVIDIA A100-PCIE-40GB,,,250.86071395874023,machine,N,1.0,0.0,mobilenet_v2,train
2026-01-09T01:13:16,codecarbon,cae17413-1b2e-4b95-a1c0-36cf23a60a06,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.064028204418719,3.418655938578428e-06,1.65630291837083e-06,70.82558492800001,0.0,70.0,3.068811259156476e-05,0.0,3.031682929851943e-05,6.100494189008419e-05,0.0,France,FRA,,,,Linux-5.14.0-570.52.1.el9_6.x86_64-x86_64-with-glibc2.35,3.11.13,3.2.0,32,AMD EPYC 7262 8-Core Processor,1,1 x NVIDIA A100-PCIE-40GB,,,250.86071395874023,machine,N,1.0,0.0,mobilenet_v2,test
2026-01-06T22:46:06,codecarbon,99247e6b-9597-4597-98f8-14fd9634f98f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2816.968979828991,0.0069297044388603,2.459986066045028e-06,93.83201269505795,0.0,70.0,0.070837672978561,0.0,0.052820929759896,0.123658602738457,0.0,France,FRA,,,,Linux-5.14.0-570.52.1.el9_6.x86_64-x86_64-with-glibc2.35,3.11.13,3.2.0,32,AMD EPYC 7262 8-Core Processor,1,1 x NVIDIA A100-PCIE-40GB,,,250.86071395874023,machine,N,1.0,0.0,mobilenet_v2,train
2026-01-06T22:46:10,codecarbon,27956aee-034f-45fc-8a86-f593b9e34610,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.044989268295467,3.2945901391670867e-06,1.6110549772777944e-06,67.370961172,0.0,70.0,2.8838924841813983e-05,0.0,2.995209818085035e-05,5.879102302266433e-05,0.0,France,FRA,,,,Linux-5.14.0-570.52.1.el9_6.x86_64-x86_64-with-glibc2.35,3.11.13,3.2.0,32,AMD EPYC 7262 8-Core Processor,1,1 x NVIDIA A100-PCIE-40GB,,,250.86071395874023,machine,N,1.0,0.0,mobilenet_v2,test
2026-01-06T20:12:36,codecarbon,aa8f0280-c81f-4a55-b0fc-84f65a866f02,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3045.3020586669445,0.0080021609231392,2.627706798530901e-06,105.04773830381475,0.0,70.0,0.0857097838505854,0.0,0.057086499508134,0.1427962833587194,0.0,France,FRA,,,,Linux-5.14.0-570.52.1.el9_6.x86_64-x86_64-with-glibc2.35,3.11.13,3.2.0,32,AMD EPYC 7262 8-Core Processor,1,1 x NVIDIA A100-PCIE-40GB,,,250.86071395874023,machine,N,1.0,0.0,vgg16,train
2026-01-06T20:12:39,codecarbon,d3b339fc-91ca-4084-b5e8-a0dad79e3278,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.0032719960436225,3.368323070533589e-06,1.6814107506049526e-06,74.44612328799998,0.0,70.0,3.098539759192091e-05,0.0,2.912136859829641e-05,6.010676619021732e-05,0.0,France,FRA,,,,Linux-5.14.0-570.52.1.el9_6.x86_64-x86_64-with-glibc2.35,3.11.13,3.2.0,32,AMD EPYC 7262 8-Core Processor,1,1 x NVIDIA A100-PCIE-40GB,,,250.86071395874023,machine,N,1.0,0.0,vgg16,test
2026-01-07T01:34:48,codecarbon,279ac98d-2088-47e7-aa05-04f93709603c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1837.8476264467463,0.0048508061257646,2.6393951576622525e-06,105.97050130985248,0.0,70.0,0.0521512101341938,0.0,0.0344100440952642,0.0865612542294581,0.0,France,FRA,,,,Linux-5.14.0-570.52.1.el9_6.x86_64-x86_64-with-glibc2.35,3.11.13,3.2.0,32,AMD EPYC 7262 8-Core Processor,1,1 x NVIDIA A100-PCIE-40GB,,,250.86071395874023,machine,N,1.0,0.0,resnet18,train
2026-01-07T01:34:51,codecarbon,6201c162-6cf6-4e06-97e8-c8d7656ef7f6,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.997781495563686,3.198600236425714e-06,1.601076115445353e-06,67.57592684800001,0.0,70.0,2.804257717072793e-05,0.0,2.903553336703529e-05,5.7078110537763226e-05,0.0,France,FRA,,,,Linux-5.14.0-570.52.1.el9_6.x86_64-x86_64-with-glibc2.35,3.11.13,3.2.0,32,AMD EPYC 7262 8-Core Processor,1,1 x NVIDIA A100-PCIE-40GB,,,250.86071395874023,machine,N,1.0,0.0,resnet18,test
