Energy train,Energy test,Accuracy,Model,Pretrained,Score,Defuzzification_Mode
397327.6140813529,204.6671455755582,0.3365,mobilenet_v2,False,31.66327194296735,bisector
397327.6140813529,204.6671455755582,0.3365,mobilenet_v2,False,25.0,mom
397327.6140813529,204.6671455755582,0.3365,mobilenet_v2,False,16.0,som
397327.6140813529,204.6671455755582,0.3365,mobilenet_v2,False,34.0,lom
552412.7190714971,268.0197269716509,0.3083,efficientnet_b0,False,27.161637058346834,centroid
552412.7190714971,268.0197269716509,0.3083,efficientnet_b0,False,25.659345342165324,bisector
552412.7190714971,268.0197269716509,0.3083,efficientnet_b0,False,25.0,mom
552412.7190714971,268.0197269716509,0.3083,efficientnet_b0,False,16.0,som
552412.7190714971,268.0197269716509,0.3083,efficientnet_b0,False,34.0,lom
437124.29730665364,187.68793099573585,0.3411,shufflenet_v2_x0_5,False,32.407496302803665,centroid
437124.29730665364,187.68793099573585,0.3411,shufflenet_v2_x0_5,False,29.785645616668585,bisector
437124.29730665364,187.68793099573585,0.3411,shufflenet_v2_x0_5,False,25.0,mom
437124.29730665364,187.68793099573585,0.3411,shufflenet_v2_x0_5,False,18.0,som
437124.29730665364,187.68793099573585,0.3411,shufflenet_v2_x0_5,False,32.0,lom
570407.4495721414,264.72169522799163,0.3021,efficientnet_b0,False,26.01233591736845,centroid
570407.4495721414,264.72169522799163,0.3021,efficientnet_b0,False,24.911784561982426,bisector
570407.4495721414,264.72169522799163,0.3021,efficientnet_b0,False,25.0,mom
570407.4495721414,264.72169522799163,0.3021,efficientnet_b0,False,16.0,som
570407.4495721414,264.72169522799163,0.3021,efficientnet_b0,False,34.0,lom
567277.2731133738,194.15394575866077,0.3274,efficientnet_b0,False,26.557619846043405,centroid
567277.2731133738,194.15394575866077,0.3274,efficientnet_b0,False,25.380873086617832,bisector
567277.2731133738,194.15394575866077,0.3274,efficientnet_b0,False,25.0,mom
567277.2731133738,194.15394575866077,0.3274,efficientnet_b0,False,17.0,som
567277.2731133738,194.15394575866077,0.3274,efficientnet_b0,False,33.0,lom
499318.2571689468,261.25141851579434,0.01,vgg16,False,17.69776778845218,centroid
499318.2571689468,261.25141851579434,0.01,vgg16,False,12.278159537169357,bisector
499318.2571689468,261.25141851579434,0.01,vgg16,False,2.5,mom
499318.2571689468,261.25141851579434,0.01,vgg16,False,0.0,som
499318.2571689468,261.25141851579434,0.01,vgg16,False,5.0,lom
283078.8931306356,185.32274554095298,0.3963,resnet18,False,38.595550102024575,centroid
283078.8931306356,185.32274554095298,0.3963,resnet18,False,40.71919542291538,bisector
283078.8931306356,185.32274554095298,0.3963,resnet18,False,50.0,mom
283078.8931306356,185.32274554095298,0.3963,resnet18,False,40.0,som
283078.8931306356,185.32274554095298,0.3963,resnet18,False,60.0,lom
499495.0749395544,241.60513330943473,0.3555,shufflenet_v2_x0_5,False,30.24017930891126,centroid
499495.0749395544,241.60513330943473,0.3555,shufflenet_v2_x0_5,False,27.78909174458804,bisector
499495.0749395544,241.60513330943473,0.3555,shufflenet_v2_x0_5,False,25.0,mom
499495.0749395544,241.60513330943473,0.3555,shufflenet_v2_x0_5,False,18.0,som
499495.0749395544,241.60513330943473,0.3555,shufflenet_v2_x0_5,False,32.0,lom
442405.4347700766,193.8474659388835,0.01,vgg16,False,19.936874524845653,centroid
442405.4347700766,193.8474659388835,0.01,vgg16,False,15.92392856796667,bisector
442405.4347700766,193.8474659388835,0.01,vgg16,False,3.5,mom
442405.4347700766,193.8474659388835,0.01,vgg16,False,0.0,som
442405.4347700766,193.8474659388835,0.01,vgg16,False,7.0,lom
273803.8854902263,181.71502947617614,0.3912,resnet18,False,38.86158447581672,centroid
273803.8854902263,181.71502947617614,0.3912,resnet18,False,41.27000328520182,bisector
273803.8854902263,181.71502947617614,0.3912,resnet18,False,50.0,mom
273803.8854902263,181.71502947617614,0.3912,resnet18,False,41.0,som
273803.8854902263,181.71502947617614,0.3912,resnet18,False,59.0,lom
487934.92563152686,205.9685750247659,0.01,vgg16,False,18.19588918646276,centroid
487934.92563152686,205.9685750247659,0.01,vgg16,False,12.901519607948208,bisector
487934.92563152686,205.9685750247659,0.01,vgg16,False,2.5,mom
487934.92563152686,205.9685750247659,0.01,vgg16,False,0.0,som
487934.92563152686,205.9685750247659,0.01,vgg16,False,5.0,lom
308452.23991255823,258.1965762756636,0.3998,resnet18,False,37.74239705048537,centroid
308452.23991255823,258.1965762756636,0.3998,resnet18,False,38.93404509520978,bisector
308452.23991255823,258.1965762756636,0.3998,resnet18,False,50.0,mom
308452.23991255823,258.1965762756636,0.3998,resnet18,False,39.0,som
308452.23991255823,258.1965762756636,0.3998,resnet18,False,61.0,lom
57957.682819000685,147.04592639653973,0.01,squeezenet1_0,True,25.711947543771647,centroid
57957.682819000685,147.04592639653973,0.01,squeezenet1_0,True,25.250360380847745,bisector
57957.682819000685,147.04592639653973,0.01,squeezenet1_0,True,25.0,mom
57957.682819000685,147.04592639653973,0.01,squeezenet1_0,True,25.0,som
57957.682819000685,147.04592639653973,0.01,squeezenet1_0,True,25.0,lom
284093.04772632674,188.037194249185,0.1944,squeezenet1_0,True,33.31192821274622,centroid
284093.04772632674,188.037194249185,0.1944,squeezenet1_0,True,31.464704345968155,bisector
284093.04772632674,188.037194249185,0.1944,squeezenet1_0,True,25.0,mom
284093.04772632674,188.037194249185,0.1944,squeezenet1_0,True,15.0,som
284093.04772632674,188.037194249185,0.1944,squeezenet1_0,True,35.0,lom
510910.61823408667,397.26475320708,0.3571,mobilenet_v2,True,29.75831632699193,centroid
510910.61823408667,397.26475320708,0.3571,mobilenet_v2,True,27.43725455771888,bisector
510910.61823408667,397.26475320708,0.3571,mobilenet_v2,True,25.0,mom
510910.61823408667,397.26475320708,0.3571,mobilenet_v2,True,18.0,som
510910.61823408667,397.26475320708,0.3571,mobilenet_v2,True,32.0,lom
356359.6678596599,171.62033473541447,0.4127,shufflenet_v2_x0_5,True,36.183083849021074,centroid
356359.6678596599,171.62033473541447,0.4127,shufflenet_v2_x0_5,True,35.11042264813159,bisector
356359.6678596599,171.62033473541447,0.4127,shufflenet_v2_x0_5,True,25.0,mom
356359.6678596599,171.62033473541447,0.4127,shufflenet_v2_x0_5,True,14.0,som
356359.6678596599,171.62033473541447,0.4127,shufflenet_v2_x0_5,True,36.0,lom
462112.9951232246,223.1637179689379,0.3481,mobilenet_v2,True,31.620293369180622,centroid
462112.9951232246,223.1637179689379,0.3481,mobilenet_v2,True,28.965065028232424,bisector
462112.9951232246,223.1637179689379,0.3481,mobilenet_v2,True,25.0,mom
462112.9951232246,223.1637179689379,0.3481,mobilenet_v2,True,18.0,som
462112.9951232246,223.1637179689379,0.3481,mobilenet_v2,True,32.0,lom
87188.557581513,258.9222083072204,0.01,squeezenet1_0,True,25.672722411955274,centroid
87188.557581513,258.9222083072204,0.01,squeezenet1_0,True,25.23690143119007,bisector
87188.557581513,258.9222083072204,0.01,squeezenet1_0,True,25.0,mom
87188.557581513,258.9222083072204,0.01,squeezenet1_0,True,24.0,som
87188.557581513,258.9222083072204,0.01,squeezenet1_0,True,26.0,lom
465772.40709926223,219.78669076326054,0.3718,mobilenet_v2,True,31.66340876198041,centroid
465772.40709926223,219.78669076326054,0.3718,mobilenet_v2,True,28.847853868633234,bisector
465772.40709926223,219.78669076326054,0.3718,mobilenet_v2,True,25.0,mom
465772.40709926223,219.78669076326054,0.3718,mobilenet_v2,True,19.0,som
465772.40709926223,219.78669076326054,0.3718,mobilenet_v2,True,31.0,lom
755406.7245415127,331.0293757909382,0.3665,efficientnet_b0,True,24.154680661287294,centroid
755406.7245415127,331.0293757909382,0.3665,efficientnet_b0,True,24.389154160982265,bisector
755406.7245415127,331.0293757909382,0.3665,efficientnet_b0,True,25.0,mom
755406.7245415127,331.0293757909382,0.3665,efficientnet_b0,True,19.0,som
755406.7245415127,331.0293757909382,0.3665,efficientnet_b0,True,31.0,lom
340634.92907250073,274.0702883642229,0.3489,vgg16,True,35.94815452884021,centroid
340634.92907250073,274.0702883642229,0.3489,vgg16,True,35.60117350633888,bisector
340634.92907250073,274.0702883642229,0.3489,vgg16,True,25.0,mom
340634.92907250073,274.0702883642229,0.3489,vgg16,True,13.0,som
340634.92907250073,274.0702883642229,0.3489,vgg16,True,37.0,lom
371800.16898769763,309.0020629228531,0.3544,vgg16,True,34.945490838453175,centroid
371800.16898769763,309.0020629228531,0.3544,vgg16,True,33.42906628193668,bisector
371800.16898769763,309.0020629228531,0.3544,vgg16,True,25.0,mom
371800.16898769763,309.0020629228531,0.3544,vgg16,True,15.0,som
371800.16898769763,309.0020629228531,0.3544,vgg16,True,35.0,lom
392202.4896826556,181.81553367994582,0.1442,efficientnet_b0,True,30.514544316451662,centroid
392202.4896826556,181.81553367994582,0.1442,efficientnet_b0,True,28.296150642986795,bisector
392202.4896826556,181.81553367994582,0.1442,efficientnet_b0,True,4.5,mom
392202.4896826556,181.81553367994582,0.1442,efficientnet_b0,True,0.0,som
392202.4896826556,181.81553367994582,0.1442,efficientnet_b0,True,9.0,lom
905132.8747555484,394.157397249,0.2274,efficientnet_b0,True,21.425674426764655,centroid
905132.8747555484,394.157397249,0.2274,efficientnet_b0,True,20.910070360598066,bisector
905132.8747555484,394.157397249,0.2274,efficientnet_b0,True,5.5,mom
905132.8747555484,394.157397249,0.2274,efficientnet_b0,True,0.0,som
905132.8747555484,394.157397249,0.2274,efficientnet_b0,True,11.0,lom
369970.6742746585,257.5578284063597,0.3351,resnet18,True,34.72319951679107,centroid
369970.6742746585,257.5578284063597,0.3351,resnet18,True,33.28590567950133,bisector
369970.6742746585,257.5578284063597,0.3351,resnet18,True,25.0,mom
369970.6742746585,257.5578284063597,0.3351,resnet18,True,15.0,som
369970.6742746585,257.5578284063597,0.3351,resnet18,True,35.0,lom
273571.4295826117,193.9955737916072,0.3321,resnet18,True,37.9780310805817,centroid
273571.4295826117,193.9955737916072,0.3321,resnet18,True,40.60659826934624,bisector
273571.4295826117,193.9955737916072,0.3321,resnet18,True,50.0,mom
273571.4295826117,193.9955737916072,0.3321,resnet18,True,41.0,som
273571.4295826117,193.9955737916072,0.3321,resnet18,True,59.0,lom
665967.7391235281,290.184853171368,0.2748,efficientnet_b0,True,22.598950449086686,centroid
665967.7391235281,290.184853171368,0.2748,efficientnet_b0,True,22.689592430858816,bisector
665967.7391235281,290.184853171368,0.2748,efficientnet_b0,True,25.0,mom
665967.7391235281,290.184853171368,0.2748,efficientnet_b0,True,14.0,som
665967.7391235281,290.184853171368,0.2748,efficientnet_b0,True,36.0,lom
415925.8357103823,295.3382352331698,0.3571,resnet18,True,33.39935968971565,centroid
415925.8357103823,295.3382352331698,0.3571,resnet18,True,30.92952071866326,bisector
415925.8357103823,295.3382352331698,0.3571,resnet18,True,25.0,mom
415925.8357103823,295.3382352331698,0.3571,resnet18,True,17.0,som
415925.8357103823,295.3382352331698,0.3571,resnet18,True,33.0,lom
494529.99805757665,264.1756725972131,0.3744,mobilenet_v2,True,30.582907064129433,centroid
494529.99805757665,264.1756725972131,0.3744,mobilenet_v2,True,27.96611149266108,bisector
494529.99805757665,264.1756725972131,0.3744,mobilenet_v2,True,25.0,mom
494529.99805757665,264.1756725972131,0.3744,mobilenet_v2,True,19.0,som
494529.99805757665,264.1756725972131,0.3744,mobilenet_v2,True,31.0,lom
252506.88596721744,196.1556335967629,0.3564,vgg16,True,39.12702981497403,centroid
252506.88596721744,196.1556335967629,0.3564,vgg16,True,42.18657335858156,bisector
252506.88596721744,196.1556335967629,0.3564,vgg16,True,50.0,mom
